Day,Entries,Exits
"Saturday, September 30, 2023",840,"1,412"
"Friday, September 29, 2023","1,019","1,360"
"Wednesday, September 27, 2023","1,013","1,302"
"Saturday, September 23, 2023",506,800
"Friday, September 22, 2023",907,"1,363"
"Wednesday, September 20, 2023","1,006","1,323"
"Saturday, September 16, 2023",781,978
"Friday, September 15, 2023","1,036","1,148"
"Wednesday, September 13, 2023",991,"1,247"
"Saturday, September 9, 2023",683,885
"Friday, September 8, 2023",866,"1,125"
"Wednesday, September 6, 2023",809,"1,032"
"Saturday, September 2, 2023",803,"1,053"
"Friday, September 1, 2023",918,"1,081"
"Wednesday, August 30, 2023","1,002","1,091"
"Saturday, August 26, 2023",788,943
"Friday, August 25, 2023",833,947
"Wednesday, August 23, 2023",994,"1,051"
"Saturday, August 19, 2023",804,"1,093"
"Friday, August 18, 2023",868,"1,141"
"Wednesday, August 16, 2023",856,"1,089"
"Saturday, August 12, 2023",775,"1,023"
"Friday, August 11, 2023",894,"1,054"
"Wednesday, August 9, 2023",874,"1,022"
"Saturday, August 5, 2023",779,924
"Friday, August 4, 2023",932,"1,234"
"Wednesday, August 2, 2023",911,"1,028"
"Saturday, July 29, 2023",759,949
"Friday, July 28, 2023",778,"1,052"
"Wednesday, July 26, 2023",937,"1,131"
"Saturday, July 22, 2023",802,"1,232"
"Friday, July 21, 2023",963,"1,333"
"Wednesday, July 19, 2023","1,111","1,225"
"Saturday, July 15, 2023",756,957
"Friday, July 14, 2023",797,"1,085"
"Wednesday, July 12, 2023",889,"1,121"
"Saturday, July 8, 2023",698,"1,033"
"Friday, July 7, 2023",819,"1,099"
"Wednesday, July 5, 2023",682,940
"Saturday, July 1, 2023",623,821
"Friday, June 30, 2023",796,988
"Wednesday, June 28, 2023",975,"1,151"
"Saturday, June 24, 2023","1,459","1,768"
"Friday, June 23, 2023","1,308","1,503"
"Wednesday, June 21, 2023","1,281","1,434"
"Saturday, June 17, 2023","1,214","1,979"
"Friday, June 16, 2023","1,345","1,617"
"Wednesday, June 14, 2023","1,488","1,828"
"Saturday, June 10, 2023","1,054","2,056"
"Friday, June 9, 2023","1,374","1,446"
"Wednesday, June 7, 2023","1,301","1,698"
"Saturday, June 3, 2023",983,"1,447"
"Friday, June 2, 2023",976,"1,272"
"Wednesday, May 31, 2023",826,"1,042"
"Saturday, May 27, 2023",746,949
"Friday, May 26, 2023",851,"1,107"
"Wednesday, May 24, 2023",868,"1,207"
"Saturday, May 20, 2023",719,"1,126"
"Friday, May 19, 2023",963,"1,327"
"Wednesday, May 17, 2023","1,013","1,208"
"Saturday, May 13, 2023",615,935
"Friday, May 12, 2023",930,"1,334"
"Wednesday, May 10, 2023",930,"1,120"
"Saturday, May 6, 2023",821,864
"Friday, May 5, 2023",938,"1,128"
"Wednesday, May 3, 2023",815,"1,185"
"Saturday, April 29, 2023",814,"1,164"
"Friday, April 28, 2023",735,833
"Wednesday, April 26, 2023",921,"1,264"
"Saturday, April 22, 2023",606,802
"Friday, April 21, 2023","1,117","1,283"
"Wednesday, April 19, 2023","1,007","1,327"
"Saturday, April 15, 2023",844,"1,186"
"Friday, April 14, 2023",997,"1,455"
"Wednesday, April 12, 2023","1,108","1,177"
"Saturday, April 8, 2023",689,"1,009"
"Friday, April 7, 2023",776,"1,177"
"Wednesday, April 5, 2023","1,124","1,284"
"Saturday, April 1, 2023",871,"1,516"
"Friday, March 31, 2023","1,035","1,469"
"Wednesday, March 29, 2023",986,"1,436"
"Saturday, March 25, 2023",762,"1,098"
"Friday, March 24, 2023",837,"1,050"
"Wednesday, March 22, 2023","1,011","1,421"
"Saturday, March 18, 2023",827,"1,091"
"Friday, March 17, 2023",961,"1,124"
"Wednesday, March 15, 2023",898,"1,153"
"Saturday, March 11, 2023",588,884
"Friday, March 10, 2023",717,832
"Wednesday, March 8, 2023",785,"1,092"
"Saturday, March 4, 2023",674,940
"Friday, March 3, 2023",652,812
"Wednesday, March 1, 2023",890,"1,109"
"Saturday, February 25, 2023",549,710
"Friday, February 24, 2023",834,995
"Wednesday, February 22, 2023",780,917
"Saturday, February 18, 2023",654,829
"Friday, February 17, 2023",734,880
"Wednesday, February 15, 2023",831,969
"Saturday, February 11, 2023",649,874
"Friday, February 10, 2023",872,896
"Wednesday, February 8, 2023",726,895
"Saturday, February 4, 2023",473,638
"Friday, February 3, 2023",626,824
"Wednesday, February 1, 2023",677,929
"Saturday, January 28, 2023",658,809
"Friday, January 27, 2023",836,929
"Wednesday, January 25, 2023",758,942
"Saturday, January 21, 2023",606,938
"Friday, January 20, 2023",847,"1,023"
"Wednesday, January 18, 2023",878,964
"Saturday, January 14, 2023",462,642
"Friday, January 13, 2023",697,823
"Wednesday, January 11, 2023",687,858
"Saturday, January 7, 2023",541,608
"Friday, January 6, 2023",587,713
"Wednesday, January 4, 2023",502,627
