Day,Entries,Exits
"Saturday, August 12, 2023","9,503","2,530"
"Friday, August 11, 2023","7,853","2,961"
"Wednesday, August 9, 2023","1,042",916
"Saturday, August 5, 2023","1,468","1,150"
"Friday, August 4, 2023","1,590","1,433"
"Wednesday, August 2, 2023","1,249","1,030"
"Saturday, July 29, 2023","3,019","2,448"
"Friday, July 28, 2023","2,307","1,219"
"Wednesday, July 26, 2023","1,935","1,625"
"Saturday, July 22, 2023","11,896","3,110"
"Friday, July 21, 2023","10,616","4,460"
"Wednesday, July 19, 2023","4,514","2,297"
"Saturday, July 15, 2023","1,703","1,277"
"Friday, July 14, 2023","1,529","1,216"
"Wednesday, July 12, 2023","1,345","1,066"
"Saturday, July 8, 2023","11,753","1,814"
"Friday, July 7, 2023","7,056","2,915"
"Wednesday, July 5, 2023","4,865","1,545"
"Saturday, July 1, 2023","2,597",965
"Friday, June 30, 2023","1,240","1,016"
"Wednesday, June 28, 2023","1,258","1,053"
"Saturday, June 24, 2023","4,609","2,036"
"Friday, June 23, 2023","1,280","1,183"
"Wednesday, June 21, 2023","1,660",977
"Saturday, June 17, 2023","9,544","1,947"
"Friday, June 16, 2023","7,235","3,083"
"Wednesday, June 14, 2023","8,907","2,888"
"Saturday, June 10, 2023","3,412","2,063"
"Friday, June 9, 2023","1,468","1,296"
"Wednesday, June 7, 2023","6,122","2,066"
"Saturday, June 3, 2023","6,892","1,882"
"Friday, June 2, 2023","10,417","3,922"
"Wednesday, May 31, 2023","3,254","1,684"
"Saturday, May 27, 2023","1,529","1,006"
"Friday, May 26, 2023","1,179","1,088"
"Wednesday, May 24, 2023","6,977","2,278"
"Saturday, May 20, 2023","7,087","1,980"
"Friday, May 19, 2023","6,934","3,102"
"Wednesday, May 17, 2023","1,371","1,153"
"Saturday, May 13, 2023","7,194","1,735"
"Friday, May 12, 2023","10,786","3,679"
"Wednesday, May 10, 2023","1,776","1,126"
"Saturday, May 6, 2023","1,536","1,017"
"Friday, May 5, 2023","1,422","1,257"
"Wednesday, May 3, 2023","4,775","1,534"
"Saturday, April 29, 2023","8,893","1,982"
"Friday, April 28, 2023",946,800
"Wednesday, April 26, 2023","1,801","1,177"
"Saturday, April 22, 2023","1,844",856
"Friday, April 21, 2023","1,610","1,354"
"Wednesday, April 19, 2023","7,639","2,385"
"Saturday, April 15, 2023","8,373","1,294"
"Friday, April 14, 2023","7,512","2,778"
"Wednesday, April 12, 2023","1,120","1,030"
"Saturday, April 8, 2023","7,093","2,150"
"Friday, April 7, 2023","1,267","1,064"
"Wednesday, April 5, 2023","1,214","1,038"
"Saturday, April 1, 2023","4,981","1,260"
"Friday, March 31, 2023","1,283","1,180"
"Wednesday, March 29, 2023","1,098","1,167"
"Saturday, March 25, 2023","3,729","1,686"
"Friday, March 24, 2023","1,054",982
"Wednesday, March 22, 2023","1,204","1,114"
"Saturday, March 18, 2023","1,418","1,083"
"Friday, March 17, 2023","1,043","1,090"
"Wednesday, March 15, 2023","1,021","1,110"
"Saturday, March 11, 2023","2,950","1,471"
"Friday, March 10, 2023",914,834
"Wednesday, March 8, 2023",872,947
"Saturday, March 4, 2023",972,960
"Friday, March 3, 2023",922,798
"Wednesday, March 1, 2023",873,843
"Saturday, February 25, 2023","2,820","1,243"
"Friday, February 24, 2023",967,986
"Wednesday, February 22, 2023",737,731
"Saturday, February 18, 2023","1,092","1,193"
"Friday, February 17, 2023",845,779
"Wednesday, February 15, 2023",778,786
"Saturday, February 11, 2023",929,954
"Friday, February 10, 2023","1,066",896
"Wednesday, February 8, 2023",814,908
"Saturday, February 4, 2023",835,757
"Friday, February 3, 2023",852,802
"Wednesday, February 1, 2023",529,660
"Saturday, January 28, 2023",977,867
"Friday, January 27, 2023",945,819
"Wednesday, January 25, 2023",708,753
"Saturday, January 21, 2023",926,929
"Friday, January 20, 2023","1,005",942
"Wednesday, January 18, 2023",768,785
"Saturday, January 14, 2023",895,842
"Friday, January 13, 2023",850,867
"Wednesday, January 11, 2023",649,800
"Saturday, January 7, 2023",803,738
"Friday, January 6, 2023",887,959
"Wednesday, January 4, 2023",611,563
