Day,Entries,Exits
"Wednesday, July 5, 2023",355,634
"Saturday, July 1, 2023",419,670
"Friday, June 30, 2023",554,770
"Wednesday, June 28, 2023",422,688
"Saturday, June 24, 2023",669,971
"Friday, June 23, 2023",412,701
"Wednesday, June 21, 2023",271,674
"Saturday, June 17, 2023",496,872
"Friday, June 16, 2023",501,892
"Wednesday, June 14, 2023",437,932
"Saturday, June 10, 2023",926,942
"Friday, June 9, 2023",585,881
"Wednesday, June 7, 2023",358,683
"Saturday, June 3, 2023",537,721
"Friday, June 2, 2023",548,955
"Wednesday, May 31, 2023",348,650
"Saturday, May 27, 2023",547,690
"Friday, May 26, 2023",495,749
"Wednesday, May 24, 2023",365,754
"Saturday, May 20, 2023",689,654
"Friday, May 19, 2023",504,844
"Wednesday, May 17, 2023",350,662
"Saturday, May 13, 2023",386,696
"Friday, May 12, 2023",503,861
"Wednesday, May 10, 2023",367,738
"Saturday, May 6, 2023",660,664
"Friday, May 5, 2023",526,750
"Wednesday, May 3, 2023",340,711
"Saturday, April 29, 2023",556,756
"Friday, April 28, 2023",346,567
"Wednesday, April 26, 2023",356,698
"Saturday, April 22, 2023",364,600
"Friday, April 21, 2023",605,820
"Wednesday, April 19, 2023",370,786
"Saturday, April 15, 2023",580,739
"Friday, April 14, 2023",573,800
"Wednesday, April 12, 2023",394,722
"Saturday, April 8, 2023",500,677
"Friday, April 7, 2023",561,721
"Wednesday, April 5, 2023",427,607
"Saturday, April 1, 2023",578,832
"Friday, March 31, 2023",595,763
"Wednesday, March 29, 2023",349,827
"Saturday, March 25, 2023",582,816
"Friday, March 24, 2023",397,643
"Wednesday, March 22, 2023",289,704
"Saturday, March 18, 2023",517,684
"Friday, March 17, 2023",503,776
"Wednesday, March 15, 2023",314,713
"Saturday, March 11, 2023",387,508
"Friday, March 10, 2023",355,628
"Wednesday, March 8, 2023",330,696
"Saturday, March 4, 2023",453,630
"Friday, March 3, 2023",363,615
"Wednesday, March 1, 2023",341,698
"Saturday, February 25, 2023",408,574
"Friday, February 24, 2023",411,629
"Wednesday, February 22, 2023",223,555
"Saturday, February 18, 2023",367,635
"Friday, February 17, 2023",355,559
"Wednesday, February 15, 2023",234,558
"Saturday, February 11, 2023",465,564
"Friday, February 10, 2023",479,734
"Wednesday, February 8, 2023",290,644
"Saturday, February 4, 2023",309,374
"Friday, February 3, 2023",305,556
"Wednesday, February 1, 2023",184,520
"Saturday, January 28, 2023",438,598
"Friday, January 27, 2023",361,632
"Wednesday, January 25, 2023",225,532
"Saturday, January 21, 2023",438,459
"Friday, January 20, 2023",456,641
"Wednesday, January 18, 2023",256,563
"Saturday, January 14, 2023",342,436
"Friday, January 13, 2023",395,614
"Wednesday, January 11, 2023",210,519
"Saturday, January 7, 2023",327,484
"Friday, January 6, 2023",309,547
"Wednesday, January 4, 2023",213,429
