Day,Entries,Exits
"Friday, June 23, 2023",418,399
"Wednesday, June 21, 2023",397,474
"Saturday, June 17, 2023",365,564
"Friday, June 16, 2023",485,533
"Wednesday, June 14, 2023",452,612
"Saturday, June 10, 2023",430,664
"Friday, June 9, 2023",434,474
"Wednesday, June 7, 2023",396,526
"Saturday, June 3, 2023",403,428
"Friday, June 2, 2023",446,558
"Wednesday, May 31, 2023",490,488
"Saturday, May 27, 2023",300,338
"Friday, May 26, 2023",457,406
"Wednesday, May 24, 2023",497,530
"Saturday, May 20, 2023",371,490
"Friday, May 19, 2023",418,498
"Wednesday, May 17, 2023",449,485
"Saturday, May 13, 2023",410,345
"Friday, May 12, 2023",534,549
"Wednesday, May 10, 2023",567,596
"Saturday, May 6, 2023",572,559
"Friday, May 5, 2023",659,654
"Wednesday, May 3, 2023",515,600
"Saturday, April 29, 2023",529,647
"Friday, April 28, 2023",500,464
"Wednesday, April 26, 2023",680,511
"Saturday, April 22, 2023",450,591
"Friday, April 21, 2023",695,687
"Wednesday, April 19, 2023",817,642
"Saturday, April 15, 2023",480,604
"Friday, April 14, 2023",661,652
"Wednesday, April 12, 2023",840,593
"Saturday, April 8, 2023",510,661
"Friday, April 7, 2023",678,605
"Wednesday, April 5, 2023",785,553
"Saturday, April 1, 2023",574,744
"Friday, March 31, 2023",639,627
"Wednesday, March 29, 2023",767,637
"Saturday, March 25, 2023",522,633
"Friday, March 24, 2023",611,646
"Wednesday, March 22, 2023",791,670
"Saturday, March 18, 2023",347,582
"Friday, March 17, 2023",388,451
"Wednesday, March 15, 2023",374,439
"Saturday, March 11, 2023",326,353
"Friday, March 10, 2023",477,443
"Wednesday, March 8, 2023",724,533
"Saturday, March 4, 2023",618,666
"Friday, March 3, 2023",551,522
"Wednesday, March 1, 2023",792,508
"Saturday, February 25, 2023",381,483
"Friday, February 24, 2023",634,699
"Wednesday, February 22, 2023",727,411
"Saturday, February 18, 2023",471,625
"Friday, February 17, 2023",635,579
"Wednesday, February 15, 2023",759,487
"Saturday, February 11, 2023",444,601
"Friday, February 10, 2023",755,640
"Wednesday, February 8, 2023",762,508
"Saturday, February 4, 2023",435,407
"Friday, February 3, 2023",561,491
"Wednesday, February 1, 2023",706,439
"Saturday, January 28, 2023",441,553
"Friday, January 27, 2023",664,609
"Wednesday, January 25, 2023",737,423
"Saturday, January 21, 2023",464,497
"Friday, January 20, 2023",713,575
"Wednesday, January 18, 2023",885,460
"Saturday, January 14, 2023",320,405
"Friday, January 13, 2023",357,415
"Wednesday, January 11, 2023",532,364
"Saturday, January 7, 2023",263,217
"Friday, January 6, 2023",337,530
"Wednesday, January 4, 2023",388,364
